DATAFLOW,LAST UPDATE,freq,citizen,agedef,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2017,3641,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2018,4372,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2019,4590,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2020,6009,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2021,4661,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2022,5091,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2023,4831,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2012,106216,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2013,125735,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2014,136328,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2015,146955,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2016,157065,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2017,155110,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2018,156960,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2019,179505,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2020,159884,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2021,158312,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2022,150189,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Italy,2023,158438,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2012,439,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2013,497,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2014,476,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2015,468,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2016,522,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2017,426,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2018,484,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2019,446,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2020,432,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2021,516,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2022,480,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2023,460,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2012,46807,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2013,45049,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2014,43874,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2015,50445,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2016,56299,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2017,53951,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2018,38638,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2019,35441,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2020,25245,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2021,25205,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2022,15270,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Lithuania,2023,21688,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2012,10442,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2013,10750,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2014,11283,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2015,12644,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2016,13442,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2017,13831,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2018,13985,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2019,15593,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2020,14870,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2021,15959,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2022,17227,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Luxembourg,2023,16588,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2012,25163,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2013,22561,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2014,19017,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2015,20119,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2016,20574,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2017,17724,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2018,15814,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2019,14583,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2020,11990,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2021,12975,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2022,16680,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Latvia,2023,16295,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2014,122955,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2015,127277,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2016,153405,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2017,158259,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2018,158788,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2019,153289,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2020,72372,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2021,113769,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2022,241448,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2012,1415,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2013,1041,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2014,839,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2015,1016,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2016,630,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2017,424,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2018,377,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2019,798,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2020,1082,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2021,1412,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2022,2374,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2012,5946,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2013,6550,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2014,6200,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2015,8255,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2016,9510,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2017,8036,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2018,10019,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2019,8079,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2020,13804,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2021,13146,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2022,13166,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Malta,2023,21279,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2012,110431,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2013,112625,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2014,112900,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2015,112330,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2016,111477,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2017,108231,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2018,109635,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2019,107906,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2020,102502,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2021,110342,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2022,109616,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Netherlands,2023,123574,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2012,22693,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2013,26523,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2014,29308,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2015,29173,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2016,34694,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2017,31963,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2018,27158,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2019,23207,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2020,21447,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2021,34297,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2022,32536,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Norway,2023,34011,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2012,275603,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2013,276446,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2014,268299,p,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2015,258837,p,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2016,236441,ep,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2017,218492,ep,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2018,189794,ep,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2019,180594,ep,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2020,161666,ep,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2021,201595,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2022,228006,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Poland,2023,194063,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2012,51958,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2013,53786,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2014,49572,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2015,40377,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2016,38273,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2017,31753,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2018,31600,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2019,28219,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2020,25886,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2021,25079,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2022,30954,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Portugal,2023,33666,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2012,170186,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2013,161755,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2014,172871,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2015,194718,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2016,207578,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2017,242193,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2018,231661,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2019,233736,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2020,186818,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2021,216861,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2022,202311,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Romania,2023,239244,e,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2012,51747,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2013,50715,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2014,51237,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2015,55830,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2016,45878,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2017,45620,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2018,46981,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2019,47718,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2020,48937,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2021,48284,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2022,50592,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2023,73434,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2012,14378,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2013,13384,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2014,14336,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2015,14913,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2016,15572,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2017,17555,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2018,13527,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2019,15106,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2020,17745,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2021,21144,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2022,20956,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovenia,2023,22411,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2012,2003,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2013,2770,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2014,3644,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2015,3870,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2016,3801,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2017,3466,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2018,3298,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2019,3384,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2020,2428,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2021,3395,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2022,4468,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Slovakia,2023,4522,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ukraine,2020,19121,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,Ukraine,2021,22587,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2012,321217,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2013,316934,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2014,319086,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2015,299183,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2016,340440,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2017,359665,,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2018,344347,p,
ESTAT:TPS00177(1.0),10/04/25 23:00:00,Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2019,368385,,
